,Species_01,Species_02,Species_03,Species_04,Species_05,Species_06,Species_07,Species_08,Species_09,Species_10,Species_11,Species_12,Species_13,Species_14,Species_15,Species_16,Species_17,Species_18,Species_19,Species_20,Species_21,Species_22,Species_23,Species_24,Species_25,Species_26,Species_27,Species_28,Species_29,Species_30,Species_31,Species_32,Species_33,Species_34,Species_35,Species_36,Species_37,Species_38,Species_39,Species_40,Species_41,Species_42,Species_43,Species_44,Species_45,Species_46,Species_47,Species_48,Species_49,Species_50
0,0.02665169967208925,0.016149045883194227,0.002730558956492905,0.01742261376181563,0.015444798996481428,0.09718317989571877,0.000616877212443101,0.0041773940258180075,0.0007961750661238014,0.006705713690347812,0.0545414363734194,0.00017903490699200034,0.00018695109675920032,0.01743443389076393,0.012503633381984822,0.03904370259897407,0.007895870072447514,0.02345390216769114,0.003084255890034006,0.00556834979209041,0.07396255860142083,0.011863112581926821,0.060142429391461805,0.02121793049200834,0.0011758592807519022,0.021390147864476038,0.012526900299746622,0.0009717923231210017,0.008107720548368214,0.009407231428249417,0.0009769789858682018,0.011068171358017818,0.004198418863470708,0.003489601609419106,0.006986742355584412,0.029595800194601552,0.002990701339842105,0.00559304049136571,0.07112994309420702,0.0015471386736785027,0.03591387896501076,0.014370517876207326,0.03148926152731986,0.012821799858378722,0.08560371649745956,0.03321818446416936,0.0008748182366348016,0.024708361449381443,0.034597404089316365,0.016290209926853927
1,0.04613053559066141,0.05758640070035144,0.018793002475219044,0.007592444310964518,0.017840366706948045,0.09030340758173783,0.10326764208928126,0.0008947226008168022,5.3215688758189565e-05,0.012775641249684732,0.0031555856439666077,0.040170124285771096,0.006412921485215016,0.016715713628412843,0.002815021938015707,0.01574159404081034,0.006373522269501216,0.003292533050917408,0.049376684574547615,0.0008796072018738022,0.00402874075804191,0.014248591722541835,0.0015309889203190038,0.01193182247537263,1.5939433847657555e-05,0.00023085364426050057,0.029057452691376568,0.028782893960629368,0.005927945202913615,0.05613539173743924,0.0070169908215194175,0.0023225977127969057,0.002049287561467405,0.008869499287161822,0.02091743633650515,0.0010253635006347026,0.06959861589724267,0.022862492013903557,0.002434534646628606,0.002988224518971307,0.025069729076312563,0.0019135843188144049,0.004853852398741112,0.05521790111630883,0.043679626128552404,0.0008383465840313021,0.0423859082506881,0.022509109670277257,0.0010849858118125025,0.010300606687432826
2,0.2131165987052607,0.016803567199431633,0.025365536452693543,0.010902363177925018,0.0603331816119552,0.0534726869659503,0.014755010990724326,0.014732339103953126,0.0024845150800326043,0.01750778217717113,0.0007487565062310013,0.001065503001615602,0.0007829795336345014,0.0546311747133042,2.879910731892022e-05,0.020389278126638034,0.0037751978148107064,0.0020721202522241034,0.0023346671870041044,0.003788581845553307,0.006768973218938212,2.897178159447274e-05,0.08973671487756306,0.014155616983048324,0.0004566554898339008,0.008894720374018915,0.01658052346185833,0.00019259587122130037,6.435712923932985e-08,0.0007091070318753013,9.249002837780269e-05,3.441401396322643e-05,0.02063837325930924,0.013798647921866023,0.0018397431245317033,0.0044483323556820074,0.0018883902715712032,0.00042298818845850077,0.045121908608906684,0.02192505919032424,0.00010512448537480019,2.5323049823731734e-05,5.7447515773395985e-05,0.0027628554379265048,0.003531193093561406,0.022609578637672142,0.034680478455059165,0.002176992417832104,0.1671081776725991,0.0001178992708736002
3,0.11529121426084749,0.02248269311766046,0.10290445877457537,0.04322014691312251,0.06583477109707697,0.011721291313932429,0.010043225130494125,0.041036540868756806,5.7389685220570676e-05,0.0002847792727405007,0.006079191379049216,0.05028430953427223,0.03290892313936658,0.0028748192399324075,0.015845549923513943,0.0019818141300327052,0.04166602905867071,0.020397934558140353,0.008885856869785123,0.0013004452412114032,0.004270986543544011,0.010620424149663528,0.014436558386832736,0.0007037159796130019,0.0016248454681216042,0.00010433684782650027,0.061115570102048454,0.00041454421133370106,0.001947966889743105,0.054475479563840336,0.036868336296486594,0.05237093277335753,0.0014440761638684037,0.008823818909843023,0.026342777004171467,0.0010125215338236027,0.0001146919205764003,0.012650303331466033,0.02253358771927706,0.029537677693183675,0.003120957595894908,0.0011049424539797028,7.7542381302136e-05,0.01869162089467585,4.980123366226784e-06,0.0014080716618764036,0.002449817548555206,0.004980139514640013,0.00422301625441641,0.02742437657427047
4,0.032168115743437864,0.02163282005413944,5.3014030142779634e-05,0.03158432128679076,0.006569973799047613,0.00972389035621412,0.03316407146732967,5.191392700671635e-05,0.1004123138116855,0.009971315381212719,6.6407367263835e-05,0.055257578358045914,0.0002093912110695004,0.011953888287058324,0.03574160937542687,0.005556212300647311,0.0004056576294020008,0.027537389417610456,0.004510044013064209,0.0003449296152737007,0.04580751270133999,0.008000831554694615,0.000968318205092402,2.603030677281008e-05,0.03092157786772856,0.003872161302064108,0.01590681540911423,0.047150907335037295,0.008447609522486218,0.0007497978367596016,0.0999494777311893,0.01483290369863013,0.01508906411557483,0.005543391788719911,0.009093039546540418,0.004443414712952409,0.006299593857350113,0.023329252602243847,0.002489641351488005,0.0035957767283386075,0.0005320147637843011,0.0019203726008934039,0.04368726573089479,0.012390482080013225,7.217077953056627e-05,0.013134428687041925,0.011071061348919923,0.010861506288760023,0.09941118052541109,0.07348754158876405
5,0.011585475575999822,0.0480618703487318,0.0058804687516491125,0.059393620246256516,0.00525973366229721,0.04282005790821868,0.003876494220770608,0.017295023930462734,0.0026201871650806054,0.04541859148684999,6.225183453502947e-06,0.004351098355434009,0.07212467124929253,5.94000416211998e-05,0.00533752831527811,0.0002539158875386005,0.0010348727516065021,0.022009568167283146,0.022978354091923545,0.002646424599008505,0.028261707728385654,0.007498975277153814,0.043169809451193884,1.3147061900325831e-05,0.052882674428517205,0.0025295329323586054,0.021550168990472043,0.0033373900572763065,0.01902081174150664,0.007461335978244315,0.00016218951301380033,0.0012518117727878025,0.022597952533794145,0.049557597051600795,0.001902625591268704,0.02375146146693685,0.0018074881327342037,0.04573153750329369,0.007933563429458515,0.03429466120551237,0.007311608527172015,0.03322319258504017,0.005778485380465311,0.07301566697026145,0.008104636482915815,0.03488489818849047,0.04150410029678108,0.03103835858480966,0.002737059138028806,0.014671970059868429
6,0.0032931593777167072,0.09173344990463571,0.001761100692659204,0.09132528366910381,0.01425464149105903,9.825252345427222e-05,0.014010653191444532,0.020245758301555544,0.05795091829045353,0.034029530359685076,1.4760513947937761e-07,0.011576507367480527,0.005804883384843013,0.00014300907596130033,0.00012461087863100027,0.00023054992180680052,0.00041028042712740095,0.014905455847044533,0.05808111546017383,2.950241159476551e-05,0.0033994522836147075,0.007057053977581915,0.038473454393777584,0.007852602164537918,0.00884680692763502,0.12211045470639227,0.0007555307204840016,0.02657003787636226,0.004002360317210709,0.020597660135067947,0.002270757939755705,0.0029982238236170066,0.021627740191032748,0.013077967137274429,0.012002902109316826,0.025751795016921954,0.015802620219898734,0.03170136079375207,0.00014673157141300032,0.043572147782739996,0.009712881533924122,0.03383731725946468,0.011202705120965025,0.005614171723587812,0.02686985368302386,0.0007434200685145016,0.06533416855799874,0.003056769917743207,0.00034848229524780076,0.014653759569573432
7,0.11783140378209245,0.03564385668056388,0.023214754271682948,0.030818439754661166,0.03500825016510758,0.019912537607656742,0.0002721235612216006,0.000914912233645402,0.016750304407100035,0.0001982073427740004,0.04046450683469068,0.0460230441199607,0.002900846831090206,0.009669814165791222,0.005122152576080311,0.015904461977196936,0.008240747508334317,0.0006940004524306015,0.03322790041672287,0.02369139486775835,0.0024127561848346054,0.00458478609425671,0.00043456588354440093,0.049580486285867004,0.002527834615180505,0.02840197110130666,0.027195687343069357,0.01873657111522754,0.0015467173805750033,0.00024709942469400053,0.044498030804960995,0.007033532722183314,0.01402594113035173,0.0010541741722896022,0.002378294945083905,0.11794614390090165,0.00012576649312420028,0.001014182286296002,0.0035754770648565074,0.003359682139534607,0.002503985292129905,0.0002919496242151006,0.0463904115148234,0.015221546767941633,0.018152037529393438,0.004048121719047909,0.09099525023761809,0.02487167135511065,0.00033727165841990073,4.393656599464853e-06
8,0.0035067731789322075,0.022995805987472348,0.006816689067739615,0.1259372378589962,0.02445260437040125,0.06103798147961463,0.08343437337453279,0.010748068863569623,3.293535448350159e-06,0.029997611780411864,0.03217353989309037,0.017393585658056737,0.025669822965922955,0.0008817918614622019,0.022633752533876547,0.012543030052832926,0.0478288358219125,0.004152957665814509,0.0012473152004605025,0.007909146525991317,0.0024044941733076053,0.0012801150982434026,0.00015983296717470032,0.013710777257825829,0.014513617123621132,0.054697442978276216,0.002300111146129805,0.021833391456043745,0.027071559909027355,0.0447111877957131,4.408212483669092e-05,0.016392174586713434,0.01872778406282914,0.00954599037921712,6.231525125166582e-05,0.002930990549434706,0.0017403429047486037,0.010006620185061321,0.008273532991493217,0.012506309283393725,0.022295715680279448,0.01988955657161084,0.012475665363042326,0.0017180809191446036,0.0017696406413042036,0.05452604835326732,0.03211044894166367,0.022884437704813448,0.00949117289307412,0.018562343030917937
9,0.016000159014705927,0.03935742317317957,0.14723331487900745,0.1764468347601121,0.04092642331549667,0.003117549504616406,0.0008866560796934016,0.01058060249914742,0.07026939051636613,0.013050854934717223,0.004429017009836608,0.02089394557858854,0.013367956589951824,0.012516586277550123,0.00011643160344200021,0.0015070958556909026,0.0001129928515395002,0.007940425218928415,0.009601014052814816,0.0001736315394836003,0.019901084966845835,0.02370876490946784,0.026964641920158548,0.0543640076255625,0.011721841067320321,0.017531445853783433,0.0036096733593474063,0.00590377354590621,0.03898279139547107,0.01563802515250153,0.014200854139283226,4.3269727395346215e-05,0.014968992673351526,0.001747071455753503,0.001091403741807702,0.004350476189882808,0.0016204411124531028,0.01819115996934973,0.019973402861551134,0.004814489674730309,0.021266422502226538,0.02143813531307894,0.0002441609870291004,0.00025704940815420046,0.006134087033522111,0.002982000269755505,0.009456897926637717,0.019494534002865035,0.01188719645892752,0.018983599501011535
