PCo1,PCo2,Delivery_Mode
0.08968116160508403,0.060496276834940334,0
-0.0029687310841036174,0.03131522949906785,0
-0.1572205122876092,0.15397239945737062,1
-0.22667666321732324,-0.0030229942121902946,0
0.05902581166216649,0.033717208268552644,1
0.05268111316980259,-0.10786735866271238,1
-0.020692160891583915,-0.10131721565692162,0
-0.11226231934588751,0.21792699433609547,1
-0.005935645710940114,-0.035685035737332574,1
-0.19163596660079849,-0.14804200532068013,0
-0.14418028394855525,0.08204312828627765,1
0.04618085900648314,0.004188299847864396,0
-0.03731220883850517,0.05674701931827731,0
0.13873290119983453,0.03362929236619128,0
0.0667310241922575,-0.021643175086632816,0
0.10932778393800484,0.048219307640550005,0
0.06678192465579183,0.054813101684287616,1
0.02495948358739734,-0.07801473479365909,0
-0.2069427129254802,-0.12299189158807991,0
-0.08471728666055298,-0.04330742165557727,1
0.06506457678353361,-0.005356997427818264,0
0.0754581739301665,-0.12118388873386227,0
0.019532068003190097,-0.08220063182990649,1
-0.07982273624373,0.12308358755179233,1
-0.036222785824385116,-0.05305631525736475,0
0.15717824234825406,0.00999422966108335,0
-0.09429402996294163,-0.007136510682317279,1
-0.042511047800724594,0.08100175508227789,0
0.14695525923801103,-0.09875885737832162,0
0.1532343547991331,-0.10482657898557499,0
0.035537112214298894,-0.04588891975507975,1
-0.05487740325123182,-0.021279437592857484,0
-0.19925628726764116,-0.17312473290780625,0
0.11301505221157598,0.10718462376849533,0
0.004198799527462101,0.12205996880354895,0
-0.0011223976898478878,-0.07391965019569853,0
-0.13971587371720492,0.07737117769839919,0
0.014399438437271546,0.1673299796978909,1
-0.08422461151918693,-0.007887697453705085,1
0.04707892601764632,-0.03380097701730187,1
0.07653094957076666,-0.10521475513493238,0
0.0896763087475402,0.05385633451685706,0
-0.11323261748563856,-0.054423791945931124,0
-0.018914257268930024,-0.029394054856652977,0
0.06389910010078999,0.10409786361078739,1
0.10620855100051432,-0.07439748369079378,0
0.099272813555915,-0.02667167705955874,1
-0.015407448494547005,-0.013794541830496896,1
0.12238518101329741,0.08265180907134514,1
0.015142647130622116,0.16486736891620735,0
-0.03924852383209955,0.003965803170535053,0
-0.018759502599149176,-0.001880024111770806,0
-0.006269442329276564,-0.10082918181920114,0
-0.11606028076760426,-0.10231321645076866,1
-0.02377962991923013,0.0007450064994950304,0
-0.05012857404082162,0.06780339680185488,0
0.03104467979849895,0.03188687598645812,0
0.12668513917200483,0.014894402968660977,1
0.02814568502111559,-0.12130820653276113,0
-0.08427766397174613,0.15494651763048817,1
0.11883523878463843,-0.05156136582140335,0
0.015678965881574566,0.11246743689997117,1
-0.075709373486362,0.051907031881130536,0
-0.06069249718525499,-0.25041807975202934,0
0.13245722557489306,0.014087398295391965,1
0.07437335443961185,-0.05965611986644005,1
0.13032501589076337,-0.09154976377917112,0
0.10695831345350625,0.03858272227951512,1
0.07106346574229522,0.13742953769874497,0
0.1491402860902841,-0.03866847495913134,1
0.0872367561310698,-0.10520695102331834,0
-0.006607890966864964,0.013565976677079742,0
-0.11866697560574471,-0.023864397006057036,0
-0.06315478957245568,0.012814317185188847,0
0.09285568195911212,-0.03400763332842935,0
-0.03930944262900489,0.16487121730329057,0
0.0996372592404184,-0.026748861148584328,0
0.07311386270560102,-0.16278188359520862,0
0.1994571301692483,0.05453028925499781,0
-0.15705635208927374,0.07272428296239107,1
0.12984301160687559,-0.0360294876423278,1
-0.16139799007006023,0.07265581663234953,0
0.12288984098291826,0.0012770487724018695,0
0.09721004848142509,-0.011283732138040091,0
-0.10510441221963546,-0.14464068018444678,1
0.10312611647958386,-0.04068737996857114,1
0.005630292161365017,-0.07999842058804514,0
0.05975999498700875,-0.005825149251378689,1
0.021395815440028165,0.07793002674382096,0
-0.09712792405647906,0.08167268971416991,0
0.049464209504514835,-0.027853181729451493,0
-0.08848527950407886,0.07095249867451009,0
-0.16351930817111351,0.042770024045880914,1
0.06061298827231662,0.015694763802252952,1
0.10183039026398016,0.013220671286782082,1
-0.09125765580000753,0.07793329091000342,0
0.11500251413857168,0.02110645712296234,0
0.008874636512331948,0.06522081895402422,0
-0.10321458418178722,-0.025665768909628392,0
0.09502018775775264,-0.004383660610425227,0
-0.01628146930481317,0.04011243747111838,1
-0.014925772582302372,0.13429737407042536,0
-0.1142137288098024,0.22407304392804744,1
-0.16670091884062913,0.09391827666381368,0
0.15646972208905882,0.13912086794851455,1
-0.027031330511957576,0.12193984097883107,1
0.11581556078447648,0.08598695146800243,0
0.0829026343920774,-0.1178319744530007,0
-0.10347520358616552,-0.01792630750952401,1
-0.11748508161454922,-0.03683532456833176,1
-0.163763513401375,-0.08156909370269382,0
-0.1611288573142606,-0.16256381985456478,0
-0.12521346938476613,-0.002913214416524937,0
-0.21458284514621526,0.09368717023659177,0
-0.1347962791170202,-0.02058922780324648,1
0.1479715970402107,-0.038207169480386445,0
-0.11754583078224111,0.19922609196057658,1
0.08012249956824853,-0.02691457915274254,1
-0.0038306135909552987,-0.07505476167797616,1
-0.25857058917528813,0.0008088725003713165,0
0.08636149082574972,-0.1424284356421415,0
0.15503458944269471,0.0314548902042988,1
0.11241892781712928,-0.024503465653280074,0
0.06057181472435453,-0.07708391637497519,0
0.12378672914313914,-0.05888191012107769,1
-0.125578258151623,0.12354585885656083,0
-0.22752591492115595,0.01720203731463967,0
-0.09065515452231576,-0.06809802767228232,1
-0.08070718759359849,0.14187284684890025,1
0.06455479211014171,-0.005851803754877917,0
-0.03531728489476867,0.02153229898243017,0
0.01721183410451602,0.028070588879289364,0
0.018836675647505408,-0.11715035996454032,0
-0.2383439545684075,0.031642804314764475,0
0.20417444651833622,0.027624395983466044,0
0.09903441528767848,-0.020264073237839634,1
-0.0895435641607359,-0.034969006727654406,0
-0.2041395171736896,-0.13242587415275414,0
0.06823096919930162,-0.002679524679691005,1
0.08357829263314373,0.1333925140129826,1
0.06844206958129452,-0.06119797836663314,0
0.11405313148759419,0.07208609918159266,0
0.09195978331534789,-0.15869332370122252,1
-0.2581950603022731,-0.01877135749366496,0
-0.17580095783339209,-0.024505624115005835,1
-0.13067673985505168,-0.14994337140356562,1
-0.13479320848814993,0.07009947396091426,0
-0.1479717014138555,0.1135352869119664,1
0.01899293348345589,0.06294732612209719,1
-0.006147359780138056,-0.11483139179047976,0
0.08018420515211354,-0.13488542697222078,0
-0.18819479015181992,-0.08486394048542055,1
-0.12393837956722492,-0.1419274287409801,0
0.10201445891472932,-0.09215249380239453,0
0.13146912864547386,-0.03070531933369846,1
0.0611589614910411,0.0019180399765100613,1
0.09430339979268931,-0.06374981438127807,0
0.16636101416414273,-0.09407124852660528,0
0.017206093900828372,0.011821710780261603,1
-0.03910040498329279,-0.015385482473544022,0
-0.06190336202533078,-0.18882638893500966,0
0.12855974788003116,-0.010400074904514849,0
0.038146927025856404,0.024625572450506113,0
-0.013801993644620689,0.03184940414510042,0
-0.11880515039892253,0.10494886516284423,1
0.06795993967816517,-0.04718990059556985,0
0.03651639151547177,0.01407537585668769,1
0.04514002167473562,-0.03661019357606754,1
-0.15134924775242045,0.06778009038396876,0
-0.025658503344548923,-0.10687705212240527,0
0.12365500512588518,-0.016553988013233583,1
0.021717308307303857,-0.05544157123954764,0
-0.0584350002557381,0.14840743783241478,0
0.05618611436284866,-0.042264418698619195,0
-0.0780659059301813,0.08128900176128487,1
-0.0700092132585473,-0.06623647738152189,0
-0.16053197487646687,-0.08327449093395929,0
0.11124037516421903,0.045772810724870966,1
-0.1368141642473965,-0.047511702853590784,1
-0.010000036416430682,0.06143741537327718,0
-0.26760211655489713,0.017085818445920026,0
0.0036211554033730472,0.027982294600360766,1
0.03894176404955443,0.01463225172049625,1
-0.1382481812792701,0.11249600831247145,0
0.09229488933926144,-0.010293964399290912,0
-0.06752040312463699,0.0614625866407474,0
-0.02677096733463268,-0.040137408947733516,0
-0.2613828241317206,0.10606830636530505,1
0.026495586120087868,0.022038967234381313,0
0.04320281417178799,0.04422127683296684,0
-0.18362420629629236,-0.055119081792988314,0
0.05188636381672869,-0.07683249730171,1
0.02696797626012438,-0.07884634211767799,1
0.01845070117735394,-0.09952544283766795,0
0.19492125061225582,0.14403144652470926,0
-0.18345646463993223,-0.03797732729115962,0
0.0005193025692616414,0.13567909540683726,0
0.04195508454736383,0.013503473735743201,0
-0.04456276432451362,0.006007689320497029,0
-0.056348269351229836,0.024947115426697374,0
0.019548259306559963,-0.11279067974945575,0
-0.009756413108296448,0.07396217529995368,1
0.12984699848392356,-0.14003809231970982,1
-0.0023300149172375477,0.02265430843151579,0
0.06625384446571991,0.07844121201447414,0
0.14072501446678554,-0.029651526552059257,0
0.03454814688402731,0.03893836577889187,0
-0.04693856463177529,-0.08458822462706807,0
-0.08566806190664203,-0.13811192199614497,0
0.027759150089711988,-0.13367238793916358,1
0.13049811905926367,0.15951253340419408,0
-0.19383499912108518,-0.08273513551651643,0
0.12422070373046225,-0.050273721438088954,0
0.15373127094216119,0.09955673682189257,1
0.04174910657136062,-0.19801491484961473,1
0.09533847678708826,-0.03798756292604557,0
0.11356101866190133,-0.07544560306158798,0
0.020006294840654245,0.09779249494880028,0
-0.12467089733719425,-0.0616465477487779,0
-0.10224128046873361,-0.04785301096855598,0
-0.024439112046506544,-0.039698441595337766,0
0.052289349314903526,-0.09664274510434649,1
-0.050247177395788906,-0.0415712977234121,0
0.03149287163402967,-0.09773260380295135,1
